,Clave de entidad federativa,Nombre de la entidad,Clave de municipio,Alcaldias,Clave de localidad,Nombre de la localidad,Latitud,Longitud,Poblacion total,Poblacion 15 a 17,Poblacion 18 a 24,Poblacion 15 a 17 que asiste a la escuela,Poblacion 18 a 24 que asiste a la escuela,Grado promedio de escolaridad,Total de viviendas,Total de viviendas habitadas,Precio por metro cuadrado
236,9,Distrito Federal,9,Milpa Alta,323,Huixtotlazintla,191217.0,990310.0,116.0,14.0,19.0,8.0,6.0,7.27,34.0,28.0,980
237,9,Distrito Federal,9,Milpa Alta,324,Ninguno,191139.0,990310.0,79.0,9.0,11.0,7.0,3.0,7.37,18.0,17.0,980
238,9,Distrito Federal,9,Milpa Alta,325,Ninguno,191125.0,990304.0,61.0,5.0,10.0,3.0,0.0,7.15,15.0,15.0,980
239,9,Distrito Federal,9,Milpa Alta,327,Ninguno,191147.0,990246.0,14.0,3.0,2.0,1.0,0.0,8.33,5.0,4.0,980
240,9,Distrito Federal,9,Milpa Alta,328,Ninguno,191058.0,990106.0,62.0,3.0,8.0,3.0,3.0,7.95,15.0,15.0,980
241,9,Distrito Federal,9,Milpa Alta,329,Ninguno,191102.0,990100.0,83.0,7.0,13.0,4.0,3.0,7.48,26.0,21.0,980
242,9,Distrito Federal,9,Milpa Alta,330,Ninguno,191102.0,990112.0,42.0,4.0,7.0,4.0,1.0,10.2,9.0,8.0,980
243,9,Distrito Federal,9,Milpa Alta,331,Ninguno,191100.0,990109.0,3.0,,,,,,1.0,1.0,980
244,9,Distrito Federal,9,Milpa Alta,332,Ninguno,191052.0,990133.0,40.0,0.0,10.0,0.0,2.0,8.65,10.0,10.0,980
245,9,Distrito Federal,9,Milpa Alta,333,Tezontlipac,191050.0,990142.0,20.0,2.0,4.0,0.0,1.0,8.77,6.0,3.0,980
246,9,Distrito Federal,9,Milpa Alta,334,Ninguno,191015.0,990146.0,8.0,,,,,,2.0,2.0,980
247,9,Distrito Federal,9,Milpa Alta,335,Ninguno,191012.0,990143.0,14.0,2.0,2.0,1.0,0.0,6.09,9.0,4.0,980
248,9,Distrito Federal,9,Milpa Alta,336,Ninguno,191014.0,990135.0,5.0,,,,,,3.0,2.0,980
249,9,Distrito Federal,9,Milpa Alta,337,Ninguno,191020.0,990140.0,18.0,0.0,0.0,0.0,0.0,8.15,4.0,3.0,980
250,9,Distrito Federal,9,Milpa Alta,338,Ninguno,191020.0,990142.0,18.0,1.0,1.0,0.0,0.0,9.29,3.0,3.0,980
251,9,Distrito Federal,9,Milpa Alta,339,Ninguno,191026.0,990139.0,20.0,2.0,2.0,1.0,0.0,7.5,6.0,6.0,980
252,9,Distrito Federal,9,Milpa Alta,340,Ninguno,191032.0,990138.0,88.0,2.0,12.0,2.0,6.0,8.65,28.0,24.0,980
253,9,Distrito Federal,9,Milpa Alta,341,Paraje Texotitla,191125.0,990558.0,41.0,5.0,3.0,5.0,1.0,7.16,24.0,13.0,980
254,9,Distrito Federal,9,Milpa Alta,342,Paraje Cuatepec,191110.0,990544.0,116.0,8.0,19.0,4.0,2.0,7.32,28.0,26.0,980
255,9,Distrito Federal,9,Milpa Alta,344,Ocotitla,191212.0,990118.0,52.0,2.0,8.0,2.0,1.0,7.57,11.0,11.0,980
256,9,Distrito Federal,9,Milpa Alta,345,Toltecas (Parte Alta),191324.0,990022.0,143.0,13.0,18.0,6.0,0.0,6.99,45.0,37.0,980
257,9,Distrito Federal,9,Milpa Alta,346,Palo Dulce,191126.0,985928.0,107.0,5.0,19.0,4.0,1.0,7.85,28.0,27.0,980
258,9,Distrito Federal,9,Milpa Alta,347,Xochiatlaco,191107.0,990007.0,16.0,2.0,1.0,1.0,0.0,7.0,5.0,3.0,980
259,9,Distrito Federal,9,Milpa Alta,348,Huacaltunco,191058.0,990013.0,22.0,3.0,5.0,2.0,1.0,8.31,6.0,5.0,980
260,9,Distrito Federal,9,Milpa Alta,349,Ixotitla,191231.0,990342.0,58.0,2.0,4.0,1.0,1.0,7.53,17.0,14.0,980
261,9,Distrito Federal,13,Xochimilco,1,Xochimilco,191630.0,990820.0,407885.0,21530.0,52308.0,16595.0,21052.0,10.19,110887.0,101079.0,6278
262,9,Distrito Federal,13,Xochimilco,91,Tepemimilco,191334.0,990726.0,19.0,0.0,3.0,0.0,2.0,12.25,6.0,4.0,6278
263,9,Distrito Federal,13,Xochimilco,96,Paraje Izotitla,191414.0,990327.0,160.0,15.0,17.0,9.0,3.0,8.1,50.0,38.0,6278
264,9,Distrito Federal,13,Xochimilco,109,Paraje la Huerta,191535.0,990413.0,8.0,,,,,,2.0,2.0,6278
265,9,Distrito Federal,13,Xochimilco,111,Paraje Lila (El Ladrillo),191545.0,990445.0,24.0,2.0,2.0,1.0,0.0,6.81,6.0,6.0,6278
266,9,Distrito Federal,13,Xochimilco,112,Paraje Texhuilo,191554.0,990530.0,61.0,5.0,8.0,5.0,1.0,9.2,19.0,15.0,6278
267,9,Distrito Federal,13,Xochimilco,113,Paraje Zacapa,191528.0,990330.0,27.0,1.0,6.0,1.0,5.0,10.83,11.0,7.0,6278
268,9,Distrito Federal,13,Xochimilco,118,Barrio San Antonio (Cruz Monte),191444.0,990203.0,231.0,15.0,30.0,7.0,7.0,7.54,59.0,49.0,6278
269,9,Distrito Federal,13,Xochimilco,131,Tepepan,191323.0,990801.0,6.0,,,,,,2.0,2.0,6278
270,9,Distrito Federal,13,Xochimilco,134,Ampliación Chalmita,191403.0,990256.0,352.0,20.0,49.0,10.0,11.0,7.34,99.0,78.0,6278
271,9,Distrito Federal,13,Xochimilco,136,Tepexomulco,191355.0,990752.0,352.0,22.0,45.0,14.0,10.0,8.45,106.0,87.0,6278
272,9,Distrito Federal,13,Xochimilco,137,Tlachiultepec de Ahuayucan (Las Malvinas),191215.0,990608.0,161.0,12.0,27.0,5.0,5.0,7.78,37.0,36.0,6278
273,9,Distrito Federal,13,Xochimilco,138,Tepetitla (Tlacoxpan),191402.0,990831.0,57.0,5.0,9.0,4.0,4.0,8.4,16.0,15.0,6278
274,9,Distrito Federal,13,Xochimilco,139,Tlacualleli de las Flores (El Calvario),191432.0,990440.0,43.0,4.0,8.0,3.0,1.0,7.59,11.0,11.0,6278
275,9,Distrito Federal,13,Xochimilco,140,Tlaltepetla (Tehuistitla),191327.0,990655.0,127.0,5.0,24.0,1.0,6.0,8.0,29.0,28.0,6278
276,9,Distrito Federal,13,Xochimilco,143,Tlalatlaco,191332.0,990838.0,268.0,9.0,42.0,7.0,11.0,7.71,88.0,65.0,6278
277,9,Distrito Federal,13,Xochimilco,146,Tlatzala (Cuayuca),191410.0,990439.0,162.0,14.0,21.0,9.0,3.0,6.84,44.0,40.0,6278
278,9,Distrito Federal,13,Xochimilco,147,Isla de las Muñecas,191621.0,990515.0,1.0,,,,,,1.0,1.0,6278
279,9,Distrito Federal,13,Xochimilco,151,Tepuente,191330.0,990907.0,131.0,12.0,22.0,7.0,7.0,8.44,31.0,31.0,6278
280,9,Distrito Federal,13,Xochimilco,153,Ahuatitla,191307.0,990642.0,39.0,4.0,4.0,3.0,0.0,9.68,8.0,8.0,6278
281,9,Distrito Federal,13,Xochimilco,157,Tipipili,191359.0,990507.0,247.0,19.0,37.0,11.0,4.0,6.33,69.0,56.0,6278
282,9,Distrito Federal,13,Xochimilco,160,Paraje Tochuca (San Salvador),191209.0,990609.0,176.0,9.0,19.0,9.0,12.0,9.76,66.0,44.0,6278
283,9,Distrito Federal,13,Xochimilco,161,Tlacalteca,191349.0,990653.0,55.0,1.0,8.0,1.0,3.0,10.19,12.0,12.0,6278
284,9,Distrito Federal,13,Xochimilco,162,Pepelaxtla,191303.0,990650.0,153.0,8.0,27.0,3.0,11.0,7.92,34.0,34.0,6278
285,9,Distrito Federal,13,Xochimilco,163,Tecacalango,191304.0,990625.0,268.0,22.0,29.0,18.0,14.0,9.14,76.0,67.0,6278
286,9,Distrito Federal,13,Xochimilco,164,Cerro Tzompole,191211.0,990703.0,7.0,,,,,,7.0,2.0,6278
287,9,Distrito Federal,13,Xochimilco,165,Cacalco (Tepextenco),191140.0,990730.0,27.0,1.0,6.0,0.0,0.0,6.73,5.0,5.0,6278
288,9,Distrito Federal,13,Xochimilco,169,Apatlaco,191549.0,990510.0,69.0,4.0,10.0,1.0,1.0,6.53,23.0,20.0,6278
289,9,Distrito Federal,13,Xochimilco,177,Kilómetro 26,191322.0,990826.0,7.0,1.0,0.0,1.0,0.0,5.6,3.0,3.0,6278
290,9,Distrito Federal,13,Xochimilco,178,Puente de Urrutia (Tlapizatil),191542.0,990420.0,94.0,12.0,14.0,12.0,11.0,8.12,25.0,24.0,6278
291,9,Distrito Federal,13,Xochimilco,180,Tepexomulco las Rocas,191345.0,990807.0,51.0,2.0,8.0,2.0,4.0,8.38,23.0,17.0,6278
292,9,Distrito Federal,13,Xochimilco,181,Ocotitla Tepachuxiac,191341.0,990830.0,101.0,5.0,20.0,4.0,2.0,7.07,28.0,25.0,6278
293,9,Distrito Federal,13,Xochimilco,184,Paraje Atocle,191308.0,990635.0,143.0,11.0,12.0,9.0,6.0,10.67,44.0,40.0,6278
294,9,Distrito Federal,13,Xochimilco,185,Paraje los Tejocotes,191210.0,990706.0,50.0,5.0,4.0,2.0,2.0,8.25,11.0,11.0,6278
295,9,Distrito Federal,13,Xochimilco,186,Granja R.R. (Los Ciruelos),191202.0,990652.0,14.0,0.0,0.0,0.0,0.0,5.15,12.0,7.0,6278
296,9,Distrito Federal,13,Xochimilco,187,Rancho el Cedro,191208.0,990639.0,112.0,5.0,13.0,2.0,3.0,6.83,31.0,28.0,6278
297,9,Distrito Federal,13,Xochimilco,190,Tixculco,191319.0,990315.0,13.0,1.0,0.0,0.0,0.0,5.2,9.0,4.0,6278
298,9,Distrito Federal,13,Xochimilco,191,Tecoexcontitla,191247.0,990504.0,154.0,12.0,25.0,6.0,13.0,9.61,55.0,41.0,6278
299,9,Distrito Federal,13,Xochimilco,192,Quinta Patricia,191245.0,990515.0,3.0,,,,,,2.0,1.0,6278
300,9,Distrito Federal,13,Xochimilco,193,Bosques de la Paz,191241.0,990527.0,4.0,,,,,,2.0,1.0,6278
301,9,Distrito Federal,13,Xochimilco,195,Paraje Tepanyecac,191318.0,990303.0,17.0,1.0,5.0,1.0,0.0,6.42,7.0,4.0,6278
302,9,Distrito Federal,13,Xochimilco,196,Tepepula,191341.0,990731.0,36.0,1.0,4.0,1.0,0.0,6.77,10.0,9.0,6278
303,9,Distrito Federal,13,Xochimilco,197,La Angostura,191546.0,990429.0,43.0,2.0,6.0,2.0,0.0,6.68,9.0,8.0,6278
304,9,Distrito Federal,13,Xochimilco,198,Calle de Sinatlixpa,191157.0,990636.0,60.0,2.0,6.0,2.0,3.0,7.2,18.0,13.0,6278
305,9,Distrito Federal,13,Xochimilco,201,Cerro Cuatizi,191337.0,990432.0,42.0,2.0,8.0,0.0,2.0,8.07,13.0,12.0,6278
306,9,Distrito Federal,13,Xochimilco,202,Paraje Zacapa,191303.0,990519.0,147.0,7.0,29.0,6.0,3.0,7.89,43.0,37.0,6278
307,9,Distrito Federal,13,Xochimilco,203,Santa Catarina (Piedra Blanca),191251.0,990447.0,30.0,1.0,4.0,1.0,2.0,9.33,16.0,10.0,6278
308,9,Distrito Federal,13,Xochimilco,204,Huepaltepec,191254.0,990427.0,24.0,2.0,2.0,2.0,1.0,6.79,8.0,7.0,6278
309,9,Distrito Federal,13,Xochimilco,205,Tecuanatla (Arenal Papanco),191303.0,990626.0,19.0,3.0,3.0,3.0,1.0,7.77,5.0,4.0,6278
310,9,Distrito Federal,13,Xochimilco,206,Inopilco,191239.0,990628.0,14.0,2.0,1.0,2.0,0.0,9.1,3.0,3.0,6278
311,9,Distrito Federal,13,Xochimilco,207,Rancho la Flor,191233.0,990604.0,2.0,,,,,,2.0,1.0,6278
312,9,Distrito Federal,13,Xochimilco,208,Rancho los Cedros,191226.0,990618.0,26.0,1.0,3.0,1.0,1.0,9.07,11.0,7.0,6278
313,9,Distrito Federal,13,Xochimilco,209,Cerro Tepeclite,191217.0,990622.0,23.0,2.0,1.0,1.0,0.0,7.2,9.0,7.0,6278
314,9,Distrito Federal,13,Xochimilco,210,Zapatitla,191128.0,990723.0,12.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,6278
315,9,Distrito Federal,13,Xochimilco,213,Nauhtepan (Tepantiagua),191351.0,990815.0,40.0,2.0,5.0,1.0,0.0,7.64,17.0,11.0,6278
316,9,Distrito Federal,13,Xochimilco,214,Tepeyecac (El Arenal),191348.0,990733.0,85.0,4.0,14.0,3.0,5.0,8.0,20.0,19.0,6278
317,9,Distrito Federal,13,Xochimilco,215,Tepexomulco (Kilómetro 27.8),191333.0,990746.0,6.0,,,,,,6.0,2.0,6278
318,9,Distrito Federal,13,Xochimilco,218,Paraje Ixcuicuilco,191313.0,990656.0,31.0,1.0,5.0,1.0,1.0,8.61,9.0,9.0,6278
319,9,Distrito Federal,13,Xochimilco,223,Avenida de las Torres,191420.0,990309.0,99.0,6.0,11.0,2.0,2.0,6.72,17.0,17.0,6278
320,9,Distrito Federal,13,Xochimilco,224,Corralón Policía Federal de Caminos,191411.0,990316.0,14.0,,,,,,4.0,2.0,6278
321,9,Distrito Federal,13,Xochimilco,226,Cocopalcuautla,191319.0,990242.0,4.0,,,,,,3.0,1.0,6278
322,9,Distrito Federal,13,Xochimilco,229,Parada del Conejo,191258.0,990653.0,98.0,8.0,11.0,6.0,10.0,8.92,25.0,24.0,6278
323,9,Distrito Federal,13,Xochimilco,231,Tecanco,191352.0,990423.0,72.0,3.0,9.0,2.0,1.0,6.04,20.0,18.0,6278
324,9,Distrito Federal,13,Xochimilco,232,Atlaxco,191356.0,990408.0,87.0,8.0,15.0,3.0,0.0,5.79,23.0,19.0,6278
325,9,Distrito Federal,13,Xochimilco,234,Barrio Nochicala,191438.0,990224.0,203.0,19.0,27.0,13.0,11.0,8.14,54.0,47.0,6278
326,9,Distrito Federal,13,Xochimilco,235,Ninguno,191402.0,990317.0,123.0,8.0,20.0,5.0,5.0,8.24,37.0,28.0,6278
327,9,Distrito Federal,13,Xochimilco,236,Camino Real a San Pedro,191400.0,990319.0,68.0,5.0,11.0,4.0,2.0,8.83,19.0,15.0,6278
328,9,Distrito Federal,13,Xochimilco,237,El Cedral,191258.0,990703.0,21.0,0.0,3.0,0.0,0.0,9.0,6.0,4.0,6278
329,9,Distrito Federal,13,Xochimilco,241,Tiziclipa,191339.0,990527.0,48.0,2.0,6.0,0.0,0.0,5.9,10.0,10.0,6278
330,9,Distrito Federal,13,Xochimilco,242,Atenco (Tlaquilpa),191525.0,990318.0,20.0,1.0,1.0,1.0,0.0,8.2,5.0,5.0,6278
331,9,Distrito Federal,13,Xochimilco,243,Axayopa,191525.0,990334.0,72.0,4.0,10.0,2.0,0.0,8.19,13.0,12.0,6278
332,9,Distrito Federal,13,Xochimilco,244,Coapantitla,191525.0,990323.0,20.0,3.0,1.0,3.0,0.0,10.55,6.0,5.0,6278
333,9,Distrito Federal,13,Xochimilco,245,San Martín,191354.0,990439.0,5.0,,,,,,1.0,1.0,6278
334,9,Distrito Federal,13,Xochimilco,246,Rancho Francisco Villa (Tepejoyuca),191323.0,990438.0,15.0,1.0,0.0,0.0,0.0,7.0,7.0,5.0,6278
335,9,Distrito Federal,13,Xochimilco,247,Pantiagua,191335.0,990817.0,11.0,,,,,,3.0,2.0,6278
336,9,Distrito Federal,13,Xochimilco,249,Chililico,191557.0,990521.0,21.0,4.0,3.0,2.0,0.0,4.67,4.0,3.0,6278
337,9,Distrito Federal,13,Xochimilco,251,Tecalipac,191310.0,990742.0,7.0,,,,,,2.0,2.0,6278
338,9,Distrito Federal,13,Xochimilco,252,Texopantitla,191436.0,990807.0,127.0,8.0,21.0,7.0,4.0,8.22,32.0,29.0,6278
339,9,Distrito Federal,13,Xochimilco,253,Oluca Dos Parajes,191134.0,990631.0,33.0,3.0,7.0,3.0,0.0,9.04,19.0,8.0,6278
340,9,Distrito Federal,13,Xochimilco,255,Ninguno,191210.0,990643.0,23.0,1.0,5.0,1.0,0.0,6.86,7.0,7.0,6278
341,9,Distrito Federal,13,Xochimilco,257,Los Pinos,191409.0,990823.0,124.0,10.0,10.0,7.0,0.0,7.31,39.0,32.0,6278
342,9,Distrito Federal,13,Xochimilco,258,Temamatla,191410.0,990816.0,129.0,6.0,16.0,2.0,2.0,7.44,37.0,28.0,6278
343,9,Distrito Federal,13,Xochimilco,259,Colexco,191341.0,990649.0,4.0,,,,,,2.0,1.0,6278
344,9,Distrito Federal,13,Xochimilco,261,Paraje Maxacuatitla,191426.0,990257.0,5.0,,,,,,2.0,2.0,6278
345,9,Distrito Federal,13,Xochimilco,262,Paraje Nochicala,191431.0,990215.0,33.0,5.0,9.0,1.0,1.0,7.31,7.0,6.0,6278
346,9,Distrito Federal,13,Xochimilco,263,San Juan Diego (Matlacuapa),191435.0,990240.0,79.0,3.0,12.0,2.0,2.0,6.31,23.0,16.0,6278
347,9,Distrito Federal,13,Xochimilco,265,Paraje Moyocalco,191459.0,990807.0,48.0,2.0,7.0,2.0,2.0,8.06,15.0,12.0,6278
348,9,Distrito Federal,13,Xochimilco,266,Cuahuticotitla,191344.0,990831.0,77.0,2.0,12.0,1.0,2.0,6.88,18.0,18.0,6278
349,9,Distrito Federal,13,Xochimilco,267,Tizilingo,191417.0,990458.0,100.0,9.0,12.0,3.0,0.0,5.55,24.0,23.0,6278
350,9,Distrito Federal,13,Xochimilco,268,Alcanfores,191414.0,990503.0,62.0,5.0,16.0,4.0,4.0,8.21,18.0,16.0,6278
351,9,Distrito Federal,13,Xochimilco,269,Bosques de la Paz,191355.0,990430.0,64.0,4.0,15.0,3.0,6.0,8.29,19.0,17.0,6278
352,9,Distrito Federal,13,Xochimilco,270,Contlalco,191441.0,990755.0,66.0,7.0,8.0,4.0,2.0,8.16,18.0,16.0,6278
353,9,Distrito Federal,13,Xochimilco,271,Tlalmelac,191553.0,990214.0,50.0,2.0,4.0,2.0,0.0,8.07,10.0,10.0,6278
354,9,Distrito Federal,13,Xochimilco,272,Xometitla (Tlalitenco),191346.0,990643.0,456.0,32.0,65.0,21.0,13.0,7.7,132.0,107.0,6278
355,9,Distrito Federal,16,Miguel Hidalgo,1,Miguel Hidalgo,192424.0,991128.0,372889.0,14132.0,38197.0,11756.0,18869.0,11.88,145091.0,120186.0,46193
356,9,Distrito Federal,17,Venustiano Carranza,1,Venustiano Carranza,192500.0,990650.0,430978.0,20266.0,49041.0,16110.0,20092.0,10.53,139310.0,123327.0,18251
