Clave de entidad federativa,Nombre de la entidad,Clave de municipio,Nombre del municipio,Clave de localidad,Nombre de la localidad,Latitud,Longitud,Poblacion total,Poblacion 15 a 17,Poblacion 18 a 24,Poblacion 15 a 17 que asiste a la escuela,Poblacion 18 a 24 que asiste a la escuela,Grado promedio de escolaridad,Total de viviendas,Total de viviendas habitadas
9,Distrito Federal,12,Tlalpan,235,El Hilar,191342.0,991401.0,113.0,7.0,14.0,4.0,5.0,7.96,48.0,30.0
9,Distrito Federal,12,Tlalpan,236,Paraje el Abrevadero,191328.0,991438.0,7.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,237,Xomulco (Oyamertonco),191259.0,991339.0,46.0,3.0,7.0,3.0,4.0,9.0,13.0,11.0
9,Distrito Federal,12,Tlalpan,239,Rancho Santa Rosa,191230.0,991357.0,13.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,245,Los Manueles,191152.0,991423.0,1.0,,,,,,2.0,1.0
9,Distrito Federal,12,Tlalpan,246,Rancho Chico,191153.0,991402.0,7.0,,,,,,5.0,2.0
9,Distrito Federal,12,Tlalpan,251,Quinta Santa Rosa,191222.0,991031.0,14.0,0.0,2.0,0.0,0.0,4.63,4.0,3.0
9,Distrito Federal,12,Tlalpan,252,La Morucha,191135.0,991027.0,5.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,253,Rancho San Patricio,191116.0,991053.0,13.0,3.0,1.0,1.0,0.0,6.0,7.0,3.0
9,Distrito Federal,12,Tlalpan,254,Barranquilla,191115.0,991106.0,6.0,0.0,1.0,0.0,0.0,7.8,5.0,4.0
9,Distrito Federal,12,Tlalpan,257,Rancho Mezontepec,191113.0,991400.0,2.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,261,Aguatenco,191101.0,990839.0,31.0,2.0,8.0,2.0,1.0,7.96,9.0,6.0
9,Distrito Federal,12,Tlalpan,262,El Sicomoro,191126.0,991033.0,5.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,263,Tlamenelolpa (Los Encinos),191125.0,991025.0,6.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,266,La Providencia,191120.0,990953.0,37.0,5.0,2.0,2.0,1.0,6.76,11.0,8.0
9,Distrito Federal,12,Tlalpan,267,Finca Trancas,191111.0,990958.0,16.0,0.0,3.0,0.0,2.0,13.6,6.0,5.0
9,Distrito Federal,12,Tlalpan,269,Paraje Temazcaltitla (Kilómetro 32.2),191108.0,990947.0,22.0,2.0,3.0,2.0,1.0,8.64,4.0,4.0
9,Distrito Federal,12,Tlalpan,270,Paraje de Apantenco,191058.0,990853.0,163.0,11.0,21.0,7.0,5.0,6.97,57.0,42.0
9,Distrito Federal,12,Tlalpan,271,Totoapan,191028.0,990902.0,10.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,272,Colonia Ocotla,191253.0,990935.0,30.0,1.0,3.0,1.0,0.0,5.94,10.0,8.0
9,Distrito Federal,12,Tlalpan,275,Kilómetro 29.5,191220.0,990924.0,16.0,1.0,3.0,1.0,0.0,11.31,8.0,5.0
9,Distrito Federal,12,Tlalpan,276,Kilómetro 30,191214.0,990931.0,112.0,3.0,12.0,2.0,6.0,8.88,45.0,31.0
9,Distrito Federal,12,Tlalpan,277,Kilómetro 30.5,191204.0,990957.0,194.0,10.0,27.0,7.0,6.0,7.79,66.0,46.0
9,Distrito Federal,12,Tlalpan,278,José María Morelos,191233.0,991317.0,7.0,,,,,,3.0,2.0
9,Distrito Federal,12,Tlalpan,282,Ocotla Chico,191239.0,991005.0,489.0,33.0,59.0,14.0,16.0,6.99,155.0,114.0
9,Distrito Federal,12,Tlalpan,283,Paraje Atonco,191246.0,991355.0,17.0,1.0,1.0,0.0,0.0,5.0,8.0,6.0
9,Distrito Federal,12,Tlalpan,290,La Herradura,191410.0,991144.0,424.0,27.0,64.0,15.0,9.0,7.49,103.0,93.0
9,Distrito Federal,12,Tlalpan,291,Carretera al Ajusco,191407.0,991118.0,24.0,3.0,3.0,2.0,0.0,7.94,7.0,7.0
9,Distrito Federal,12,Tlalpan,292,El Pedregal,191406.0,991203.0,21.0,1.0,0.0,1.0,0.0,8.36,11.0,7.0
9,Distrito Federal,12,Tlalpan,295,Chahualixcatitla,191054.0,990959.0,18.0,1.0,1.0,1.0,1.0,9.92,7.0,7.0
9,Distrito Federal,12,Tlalpan,296,Rancho San José,191018.0,990952.0,20.0,0.0,2.0,0.0,0.0,4.0,11.0,4.0
9,Distrito Federal,12,Tlalpan,299,Pedro Moreno,191227.0,991256.0,33.0,2.0,6.0,2.0,3.0,12.55,11.0,7.0
9,Distrito Federal,12,Tlalpan,300,Colonia San Juan,191226.0,991240.0,206.0,11.0,26.0,5.0,1.0,7.78,68.0,54.0
9,Distrito Federal,12,Tlalpan,301,Colonia Aguayoto,191219.0,991301.0,284.0,16.0,42.0,14.0,12.0,8.3,95.0,78.0
9,Distrito Federal,12,Tlalpan,302,Los Encinos,191149.0,990749.0,49.0,3.0,4.0,1.0,0.0,5.97,14.0,11.0
9,Distrito Federal,12,Tlalpan,303,Kilómetro 32.1,191117.0,990952.0,43.0,0.0,4.0,0.0,0.0,11.94,23.0,15.0
9,Distrito Federal,12,Tlalpan,305,Lienzo Charro Pepe Castro,191143.0,991211.0,15.0,0.0,1.0,0.0,0.0,8.38,4.0,4.0
9,Distrito Federal,12,Tlalpan,306,Tres Vientos,191058.0,991255.0,9.0,0.0,1.0,0.0,0.0,8.0,5.0,3.0
9,Distrito Federal,12,Tlalpan,308,Kilómetro 7.5 (Circuito Ajusco),191602.0,991312.0,24.0,1.0,2.0,0.0,0.0,6.67,7.0,4.0
9,Distrito Federal,12,Tlalpan,310,Camino a la Venta,191310.0,991137.0,30.0,1.0,4.0,0.0,0.0,6.45,12.0,7.0
9,Distrito Federal,12,Tlalpan,311,Paraje la Monera,191415.0,991121.0,35.0,3.0,5.0,2.0,2.0,7.59,10.0,9.0
9,Distrito Federal,12,Tlalpan,317,El Tianguillo (Kilómetro 19.5),191338.0,991504.0,1.0,,,,,,3.0,1.0
9,Distrito Federal,12,Tlalpan,318,Criadero Kodik,191325.0,991417.0,4.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,321,Camino Cantera Cantil,191254.0,990905.0,13.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,326,Cuauhtenco,191302.0,990900.0,9.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,327,Huehuecalli,191526.0,991425.0,1.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,328,Ejidos de San Andrés Totoltepec,191508.0,991342.0,139.0,13.0,17.0,9.0,2.0,6.88,68.0,33.0
9,Distrito Federal,12,Tlalpan,330,Área de los Venados (La SIREFA),191446.0,991159.0,2.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,331,Cabaña del Xitle,191356.0,991318.0,71.0,6.0,11.0,3.0,3.0,8.27,20.0,16.0
9,Distrito Federal,12,Tlalpan,332,Prolongación Narciso Mendoza,191411.0,991215.0,109.0,6.0,12.0,4.0,5.0,8.53,54.0,30.0
9,Distrito Federal,12,Tlalpan,333,Prolongación Acueducto,191157.0,991218.0,27.0,1.0,2.0,0.0,2.0,8.87,11.0,6.0
9,Distrito Federal,12,Tlalpan,335,Rancho el Tordi...yo,191218.0,991413.0,5.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,337,Rancho Yamel,191301.0,991338.0,10.0,0.0,0.0,0.0,0.0,7.6,6.0,3.0
9,Distrito Federal,12,Tlalpan,338,Kilómetro 14.5,191337.0,991337.0,6.0,,,,,,3.0,1.0
9,Distrito Federal,12,Tlalpan,340,Rancho Tres Hermanos,191128.0,991337.0,13.0,0.0,3.0,0.0,1.0,10.38,9.0,4.0
9,Distrito Federal,12,Tlalpan,341,Kilómetro 33.5 Circuito Ajusco,191147.0,991347.0,2.0,,,,,,3.0,1.0
9,Distrito Federal,12,Tlalpan,342,Rancho Matamoros,191155.0,991356.0,8.0,,,,,,4.0,2.0
9,Distrito Federal,12,Tlalpan,343,Rancho Valentina,191146.0,991359.0,17.0,1.0,2.0,1.0,1.0,7.63,4.0,4.0
9,Distrito Federal,12,Tlalpan,345,Ermita Ajusco,191213.0,991219.0,6.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,346,El Cedral,191231.0,991219.0,41.0,0.0,7.0,0.0,2.0,9.04,14.0,10.0
9,Distrito Federal,12,Tlalpan,347,Las Calaveras,191232.0,991205.0,26.0,1.0,5.0,1.0,2.0,10.13,14.0,8.0
9,Distrito Federal,12,Tlalpan,350,Los Tlapancos,191217.0,991130.0,79.0,2.0,7.0,1.0,0.0,7.2,50.0,25.0
9,Distrito Federal,12,Tlalpan,351,Carretera al Ajusco II,191357.0,991127.0,135.0,7.0,12.0,3.0,3.0,7.46,37.0,33.0
9,Distrito Federal,12,Tlalpan,352,Las Canteras,191258.0,990917.0,32.0,2.0,6.0,1.0,1.0,7.79,11.0,7.0
9,Distrito Federal,12,Tlalpan,353,Camino Antiguo a Cuernavaca,191052.0,990905.0,29.0,1.0,1.0,1.0,0.0,7.29,9.0,6.0
9,Distrito Federal,12,Tlalpan,354,Cañada del Acueducto,191211.0,991239.0,51.0,2.0,6.0,2.0,3.0,9.22,29.0,15.0
9,Distrito Federal,12,Tlalpan,355,Acueducto 1ra. Sección,191220.0,991248.0,32.0,3.0,3.0,3.0,0.0,6.55,14.0,8.0
9,Distrito Federal,12,Tlalpan,358,El Arcoiris,191231.0,991247.0,61.0,2.0,9.0,2.0,3.0,8.33,29.0,14.0
9,Distrito Federal,12,Tlalpan,360,Rancho Ahuayoto,191219.0,991253.0,10.0,1.0,2.0,1.0,0.0,9.71,4.0,3.0
9,Distrito Federal,12,Tlalpan,365,Rancho Ojo de Agua,191205.0,991426.0,5.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,368,Tepelancoxtla,191126.0,991052.0,3.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,371,Ninguno,191220.0,991211.0,134.0,8.0,22.0,4.0,3.0,7.01,43.0,33.0
9,Distrito Federal,12,Tlalpan,373,Cuailacastitla,191104.0,991003.0,13.0,2.0,2.0,0.0,0.0,4.45,5.0,5.0
9,Distrito Federal,12,Tlalpan,374,Paraje Tlalmenelolpa,191132.0,991015.0,76.0,5.0,9.0,3.0,4.0,7.26,29.0,21.0
9,Distrito Federal,12,Tlalpan,376,Teteocotla,191050.0,990940.0,82.0,6.0,3.0,3.0,1.0,7.33,28.0,23.0
9,Distrito Federal,12,Tlalpan,378,Rancho Viejo,191535.0,991441.0,39.0,3.0,7.0,0.0,0.0,6.69,11.0,8.0
9,Distrito Federal,12,Tlalpan,379,Paraje el Negro,191600.0,991445.0,12.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,381,Ololica,191250.0,991022.0,54.0,1.0,7.0,1.0,2.0,9.05,15.0,13.0
9,Distrito Federal,12,Tlalpan,382,Ninguno,191145.0,991022.0,9.0,,,,,,2.0,2.0
9,Distrito Federal,12,Tlalpan,383,Kilómetro 31,191143.0,991001.0,34.0,0.0,6.0,0.0,2.0,8.24,9.0,9.0
9,Distrito Federal,12,Tlalpan,389,La Loma,190948.0,990845.0,4.0,,,,,,6.0,2.0
9,Distrito Federal,12,Tlalpan,390,La Reja,191014.0,990834.0,10.0,0.0,0.0,0.0,0.0,8.25,8.0,5.0
9,Distrito Federal,12,Tlalpan,391,Popocotla,191105.0,990930.0,33.0,3.0,3.0,3.0,0.0,8.62,8.0,7.0
9,Distrito Federal,12,Tlalpan,392,Colonia Cuauhtenco (Kilómetro 27),191300.0,990850.0,38.0,4.0,8.0,0.0,5.0,7.37,17.0,11.0
9,Distrito Federal,12,Tlalpan,393,Kilómetro 28 Sur,191245.0,990906.0,232.0,17.0,31.0,9.0,8.0,7.9,66.0,56.0
9,Distrito Federal,12,Tlalpan,394,Paraje Buenavista,191234.0,990849.0,1.0,,,,,,1.0,1.0
9,Distrito Federal,12,Tlalpan,395,Rancho los Encinos,191256.0,990835.0,23.0,1.0,8.0,1.0,0.0,8.29,6.0,6.0
9,Distrito Federal,12,Tlalpan,396,Tezontitla,191234.0,990900.0,721.0,48.0,99.0,37.0,41.0,8.63,202.0,176.0
9,Distrito Federal,13,Xochimilco,1,Xochimilco,191630.0,990820.0,407885.0,21530.0,52308.0,16595.0,21052.0,10.19,110887.0,101079.0
9,Distrito Federal,13,Xochimilco,91,Tepemimilco,191334.0,990726.0,19.0,0.0,3.0,0.0,2.0,12.25,6.0,4.0
9,Distrito Federal,13,Xochimilco,96,Paraje Izotitla,191414.0,990327.0,160.0,15.0,17.0,9.0,3.0,8.1,50.0,38.0
9,Distrito Federal,13,Xochimilco,109,Paraje la Huerta,191535.0,990413.0,8.0,,,,,,2.0,2.0
9,Distrito Federal,13,Xochimilco,111,Paraje Lila (El Ladrillo),191545.0,990445.0,24.0,2.0,2.0,1.0,0.0,6.81,6.0,6.0
9,Distrito Federal,13,Xochimilco,112,Paraje Texhuilo,191554.0,990530.0,61.0,5.0,8.0,5.0,1.0,9.2,19.0,15.0
9,Distrito Federal,13,Xochimilco,113,Paraje Zacapa,191528.0,990330.0,27.0,1.0,6.0,1.0,5.0,10.83,11.0,7.0
9,Distrito Federal,13,Xochimilco,118,Barrio San Antonio (Cruz Monte),191444.0,990203.0,231.0,15.0,30.0,7.0,7.0,7.54,59.0,49.0
9,Distrito Federal,13,Xochimilco,131,Tepepan,191323.0,990801.0,6.0,,,,,,2.0,2.0
9,Distrito Federal,13,Xochimilco,134,Ampliación Chalmita,191403.0,990256.0,352.0,20.0,49.0,10.0,11.0,7.34,99.0,78.0
9,Distrito Federal,13,Xochimilco,136,Tepexomulco,191355.0,990752.0,352.0,22.0,45.0,14.0,10.0,8.45,106.0,87.0
9,Distrito Federal,13,Xochimilco,137,Tlachiultepec de Ahuayucan (Las Malvinas),191215.0,990608.0,161.0,12.0,27.0,5.0,5.0,7.78,37.0,36.0
9,Distrito Federal,13,Xochimilco,138,Tepetitla (Tlacoxpan),191402.0,990831.0,57.0,5.0,9.0,4.0,4.0,8.4,16.0,15.0
9,Distrito Federal,13,Xochimilco,139,Tlacualleli de las Flores (El Calvario),191432.0,990440.0,43.0,4.0,8.0,3.0,1.0,7.59,11.0,11.0
9,Distrito Federal,13,Xochimilco,140,Tlaltepetla (Tehuistitla),191327.0,990655.0,127.0,5.0,24.0,1.0,6.0,8.0,29.0,28.0
9,Distrito Federal,13,Xochimilco,143,Tlalatlaco,191332.0,990838.0,268.0,9.0,42.0,7.0,11.0,7.71,88.0,65.0
9,Distrito Federal,13,Xochimilco,146,Tlatzala (Cuayuca),191410.0,990439.0,162.0,14.0,21.0,9.0,3.0,6.84,44.0,40.0
9,Distrito Federal,13,Xochimilco,147,Isla de las Muñecas,191621.0,990515.0,1.0,,,,,,1.0,1.0
9,Distrito Federal,13,Xochimilco,151,Tepuente,191330.0,990907.0,131.0,12.0,22.0,7.0,7.0,8.44,31.0,31.0
9,Distrito Federal,13,Xochimilco,153,Ahuatitla,191307.0,990642.0,39.0,4.0,4.0,3.0,0.0,9.68,8.0,8.0
9,Distrito Federal,13,Xochimilco,157,Tipipili,191359.0,990507.0,247.0,19.0,37.0,11.0,4.0,6.33,69.0,56.0
9,Distrito Federal,13,Xochimilco,160,Paraje Tochuca (San Salvador),191209.0,990609.0,176.0,9.0,19.0,9.0,12.0,9.76,66.0,44.0
9,Distrito Federal,13,Xochimilco,161,Tlacalteca,191349.0,990653.0,55.0,1.0,8.0,1.0,3.0,10.19,12.0,12.0
9,Distrito Federal,13,Xochimilco,162,Pepelaxtla,191303.0,990650.0,153.0,8.0,27.0,3.0,11.0,7.92,34.0,34.0
9,Distrito Federal,13,Xochimilco,163,Tecacalango,191304.0,990625.0,268.0,22.0,29.0,18.0,14.0,9.14,76.0,67.0
9,Distrito Federal,13,Xochimilco,164,Cerro Tzompole,191211.0,990703.0,7.0,,,,,,7.0,2.0
9,Distrito Federal,13,Xochimilco,165,Cacalco (Tepextenco),191140.0,990730.0,27.0,1.0,6.0,0.0,0.0,6.73,5.0,5.0
9,Distrito Federal,13,Xochimilco,169,Apatlaco,191549.0,990510.0,69.0,4.0,10.0,1.0,1.0,6.53,23.0,20.0
9,Distrito Federal,13,Xochimilco,177,Kilómetro 26,191322.0,990826.0,7.0,1.0,0.0,1.0,0.0,5.6,3.0,3.0
9,Distrito Federal,13,Xochimilco,178,Puente de Urrutia (Tlapizatil),191542.0,990420.0,94.0,12.0,14.0,12.0,11.0,8.12,25.0,24.0
9,Distrito Federal,13,Xochimilco,180,Tepexomulco las Rocas,191345.0,990807.0,51.0,2.0,8.0,2.0,4.0,8.38,23.0,17.0
9,Distrito Federal,13,Xochimilco,181,Ocotitla Tepachuxiac,191341.0,990830.0,101.0,5.0,20.0,4.0,2.0,7.07,28.0,25.0
9,Distrito Federal,13,Xochimilco,184,Paraje Atocle,191308.0,990635.0,143.0,11.0,12.0,9.0,6.0,10.67,44.0,40.0
9,Distrito Federal,13,Xochimilco,185,Paraje los Tejocotes,191210.0,990706.0,50.0,5.0,4.0,2.0,2.0,8.25,11.0,11.0
9,Distrito Federal,13,Xochimilco,186,Granja R.R. (Los Ciruelos),191202.0,990652.0,14.0,0.0,0.0,0.0,0.0,5.15,12.0,7.0
9,Distrito Federal,13,Xochimilco,187,Rancho el Cedro,191208.0,990639.0,112.0,5.0,13.0,2.0,3.0,6.83,31.0,28.0
9,Distrito Federal,13,Xochimilco,190,Tixculco,191319.0,990315.0,13.0,1.0,0.0,0.0,0.0,5.2,9.0,4.0
9,Distrito Federal,13,Xochimilco,191,Tecoexcontitla,191247.0,990504.0,154.0,12.0,25.0,6.0,13.0,9.61,55.0,41.0
9,Distrito Federal,13,Xochimilco,192,Quinta Patricia,191245.0,990515.0,3.0,,,,,,2.0,1.0
9,Distrito Federal,13,Xochimilco,193,Bosques de la Paz,191241.0,990527.0,4.0,,,,,,2.0,1.0
9,Distrito Federal,13,Xochimilco,195,Paraje Tepanyecac,191318.0,990303.0,17.0,1.0,5.0,1.0,0.0,6.42,7.0,4.0
9,Distrito Federal,13,Xochimilco,196,Tepepula,191341.0,990731.0,36.0,1.0,4.0,1.0,0.0,6.77,10.0,9.0
9,Distrito Federal,13,Xochimilco,197,La Angostura,191546.0,990429.0,43.0,2.0,6.0,2.0,0.0,6.68,9.0,8.0
9,Distrito Federal,13,Xochimilco,198,Calle de Sinatlixpa,191157.0,990636.0,60.0,2.0,6.0,2.0,3.0,7.2,18.0,13.0
9,Distrito Federal,13,Xochimilco,201,Cerro Cuatizi,191337.0,990432.0,42.0,2.0,8.0,0.0,2.0,8.07,13.0,12.0
9,Distrito Federal,13,Xochimilco,202,Paraje Zacapa,191303.0,990519.0,147.0,7.0,29.0,6.0,3.0,7.89,43.0,37.0
9,Distrito Federal,13,Xochimilco,203,Santa Catarina (Piedra Blanca),191251.0,990447.0,30.0,1.0,4.0,1.0,2.0,9.33,16.0,10.0
9,Distrito Federal,13,Xochimilco,204,Huepaltepec,191254.0,990427.0,24.0,2.0,2.0,2.0,1.0,6.79,8.0,7.0
9,Distrito Federal,13,Xochimilco,205,Tecuanatla (Arenal Papanco),191303.0,990626.0,19.0,3.0,3.0,3.0,1.0,7.77,5.0,4.0
9,Distrito Federal,13,Xochimilco,206,Inopilco,191239.0,990628.0,14.0,2.0,1.0,2.0,0.0,9.1,3.0,3.0
9,Distrito Federal,13,Xochimilco,207,Rancho la Flor,191233.0,990604.0,2.0,,,,,,2.0,1.0
9,Distrito Federal,13,Xochimilco,208,Rancho los Cedros,191226.0,990618.0,26.0,1.0,3.0,1.0,1.0,9.07,11.0,7.0
9,Distrito Federal,13,Xochimilco,209,Cerro Tepeclite,191217.0,990622.0,23.0,2.0,1.0,1.0,0.0,7.2,9.0,7.0
9,Distrito Federal,13,Xochimilco,210,Zapatitla,191128.0,990723.0,12.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0
9,Distrito Federal,13,Xochimilco,213,Nauhtepan (Tepantiagua),191351.0,990815.0,40.0,2.0,5.0,1.0,0.0,7.64,17.0,11.0
9,Distrito Federal,13,Xochimilco,214,Tepeyecac (El Arenal),191348.0,990733.0,85.0,4.0,14.0,3.0,5.0,8.0,20.0,19.0
9,Distrito Federal,13,Xochimilco,215,Tepexomulco (Kilómetro 27.8),191333.0,990746.0,6.0,,,,,,6.0,2.0
9,Distrito Federal,13,Xochimilco,218,Paraje Ixcuicuilco,191313.0,990656.0,31.0,1.0,5.0,1.0,1.0,8.61,9.0,9.0
9,Distrito Federal,13,Xochimilco,223,Avenida de las Torres,191420.0,990309.0,99.0,6.0,11.0,2.0,2.0,6.72,17.0,17.0
9,Distrito Federal,13,Xochimilco,224,Corralón Policía Federal de Caminos,191411.0,990316.0,14.0,,,,,,4.0,2.0
9,Distrito Federal,13,Xochimilco,226,Cocopalcuautla,191319.0,990242.0,4.0,,,,,,3.0,1.0
9,Distrito Federal,13,Xochimilco,229,Parada del Conejo,191258.0,990653.0,98.0,8.0,11.0,6.0,10.0,8.92,25.0,24.0
9,Distrito Federal,13,Xochimilco,231,Tecanco,191352.0,990423.0,72.0,3.0,9.0,2.0,1.0,6.04,20.0,18.0
9,Distrito Federal,13,Xochimilco,232,Atlaxco,191356.0,990408.0,87.0,8.0,15.0,3.0,0.0,5.79,23.0,19.0
9,Distrito Federal,13,Xochimilco,234,Barrio Nochicala,191438.0,990224.0,203.0,19.0,27.0,13.0,11.0,8.14,54.0,47.0
9,Distrito Federal,13,Xochimilco,235,Ninguno,191402.0,990317.0,123.0,8.0,20.0,5.0,5.0,8.24,37.0,28.0
9,Distrito Federal,13,Xochimilco,236,Camino Real a San Pedro,191400.0,990319.0,68.0,5.0,11.0,4.0,2.0,8.83,19.0,15.0
9,Distrito Federal,13,Xochimilco,237,El Cedral,191258.0,990703.0,21.0,0.0,3.0,0.0,0.0,9.0,6.0,4.0
9,Distrito Federal,13,Xochimilco,241,Tiziclipa,191339.0,990527.0,48.0,2.0,6.0,0.0,0.0,5.9,10.0,10.0
9,Distrito Federal,13,Xochimilco,242,Atenco (Tlaquilpa),191525.0,990318.0,20.0,1.0,1.0,1.0,0.0,8.2,5.0,5.0
9,Distrito Federal,13,Xochimilco,243,Axayopa,191525.0,990334.0,72.0,4.0,10.0,2.0,0.0,8.19,13.0,12.0
9,Distrito Federal,13,Xochimilco,244,Coapantitla,191525.0,990323.0,20.0,3.0,1.0,3.0,0.0,10.55,6.0,5.0
9,Distrito Federal,13,Xochimilco,245,San Martín,191354.0,990439.0,5.0,,,,,,1.0,1.0
9,Distrito Federal,13,Xochimilco,246,Rancho Francisco Villa (Tepejoyuca),191323.0,990438.0,15.0,1.0,0.0,0.0,0.0,7.0,7.0,5.0
9,Distrito Federal,13,Xochimilco,247,Pantiagua,191335.0,990817.0,11.0,,,,,,3.0,2.0
9,Distrito Federal,13,Xochimilco,249,Chililico,191557.0,990521.0,21.0,4.0,3.0,2.0,0.0,4.67,4.0,3.0
9,Distrito Federal,13,Xochimilco,251,Tecalipac,191310.0,990742.0,7.0,,,,,,2.0,2.0
9,Distrito Federal,13,Xochimilco,252,Texopantitla,191436.0,990807.0,127.0,8.0,21.0,7.0,4.0,8.22,32.0,29.0
9,Distrito Federal,13,Xochimilco,253,Oluca Dos Parajes,191134.0,990631.0,33.0,3.0,7.0,3.0,0.0,9.04,19.0,8.0
9,Distrito Federal,13,Xochimilco,255,Ninguno,191210.0,990643.0,23.0,1.0,5.0,1.0,0.0,6.86,7.0,7.0
9,Distrito Federal,13,Xochimilco,257,Los Pinos,191409.0,990823.0,124.0,10.0,10.0,7.0,0.0,7.31,39.0,32.0
9,Distrito Federal,13,Xochimilco,258,Temamatla,191410.0,990816.0,129.0,6.0,16.0,2.0,2.0,7.44,37.0,28.0
9,Distrito Federal,13,Xochimilco,259,Colexco,191341.0,990649.0,4.0,,,,,,2.0,1.0
9,Distrito Federal,13,Xochimilco,261,Paraje Maxacuatitla,191426.0,990257.0,5.0,,,,,,2.0,2.0
9,Distrito Federal,13,Xochimilco,262,Paraje Nochicala,191431.0,990215.0,33.0,5.0,9.0,1.0,1.0,7.31,7.0,6.0
9,Distrito Federal,13,Xochimilco,263,San Juan Diego (Matlacuapa),191435.0,990240.0,79.0,3.0,12.0,2.0,2.0,6.31,23.0,16.0
9,Distrito Federal,13,Xochimilco,265,Paraje Moyocalco,191459.0,990807.0,48.0,2.0,7.0,2.0,2.0,8.06,15.0,12.0
9,Distrito Federal,13,Xochimilco,266,Cuahuticotitla,191344.0,990831.0,77.0,2.0,12.0,1.0,2.0,6.88,18.0,18.0
9,Distrito Federal,13,Xochimilco,267,Tizilingo,191417.0,990458.0,100.0,9.0,12.0,3.0,0.0,5.55,24.0,23.0
9,Distrito Federal,13,Xochimilco,268,Alcanfores,191414.0,990503.0,62.0,5.0,16.0,4.0,4.0,8.21,18.0,16.0
9,Distrito Federal,13,Xochimilco,269,Bosques de la Paz,191355.0,990430.0,64.0,4.0,15.0,3.0,6.0,8.29,19.0,17.0
9,Distrito Federal,13,Xochimilco,270,Contlalco,191441.0,990755.0,66.0,7.0,8.0,4.0,2.0,8.16,18.0,16.0
9,Distrito Federal,13,Xochimilco,271,Tlalmelac,191553.0,990214.0,50.0,2.0,4.0,2.0,0.0,8.07,10.0,10.0
9,Distrito Federal,13,Xochimilco,272,Xometitla (Tlalitenco),191346.0,990643.0,456.0,32.0,65.0,21.0,13.0,7.7,132.0,107.0
9,Distrito Federal,14,Benito Juárez,1,Benito Juárez,192406.0,990930.0,385439.0,12038.0,34763.0,10557.0,21553.0,13.52,165450.0,141203.0
9,Distrito Federal,15,Cuauhtémoc,1,Cuauhtémoc,192635.0,990840.0,531831.0,21998.0,59423.0,17298.0,25803.0,11.32,208975.0,173907.0
9,Distrito Federal,16,Miguel Hidalgo,1,Miguel Hidalgo,192424.0,991128.0,372889.0,14132.0,38197.0,11756.0,18869.0,11.88,145091.0,120186.0
9,Distrito Federal,17,Venustiano Carranza,1,Venustiano Carranza,192500.0,990650.0,430978.0,20266.0,49041.0,16110.0,20092.0,10.53,139310.0,123327.0
